"story_id","gold","shuffled","model_reordered"
"1896","The first time I saw him I was watching TV | He quickly scurried across the floor right in front of me | I chased that little rat for nearly a half hour | Eventually I gave up and went back to sitting on the couch | I gave him the name Frank and still see him from time to time","I gave him the name Frank and still see him from time to time | Eventually I gave up and went back to sitting on the couch | The first time I saw him I was watching TV | He quickly scurried across the floor right in front of me | I chased that little rat for nearly a half hour","The first time I saw him I was watching TV | He quickly scurried across the floor right in front of me | I chased that little rat for nearly a half hour | Eventually I gave up and went back to sitting on the couch | I gave him the name Frank and still see him from time to time"
"1897","When AJ was 4, his uncle bought him a cart full of toys at the store | Then they went to some woman's house so AJ could play with her son | AJ was told not to take any toys inside, but his uncle let him anyway | They spent the night, rushing out the next morning without any toys | AJ was told never to mention any of it to his Aunt","They spent the night, rushing out the next morning without any toys | When AJ was 4, his uncle bought him a cart full of toys at the store | AJ was told not to take any toys inside, but his uncle let him anyway | Then they went to some woman's house so AJ could play with her son | AJ was told never to mention any of it to his Aunt","When AJ was 4, his uncle bought him a cart full of toys at the store | AJ was told not to take any toys inside, but his uncle let him anyway | Then they went to some woman's house so AJ could play with her son | They spent the night, rushing out the next morning without any toys | AJ was told never to mention any of it to his Aunt"
"1898","Arnold has never had the chicken pox | He was thirty three years old and felt like he would never get it | One day he woke up with spots all over his face | He denied it was chicken pox and went to work anyways | He found out it was chicken pox when he gave it to three people","One day he woke up with spots all over his face | Arnold has never had the chicken pox | He denied it was chicken pox and went to work anyways | He was thirty three years old and felt like he would never get it | He found out it was chicken pox when he gave it to three people","Arnold has never had the chicken pox | He was thirty three years old and felt like he would never get it | One day he woke up with spots all over his face | He denied it was chicken pox and went to work anyways | He found out it was chicken pox when he gave it to three people"
"1899","Mae woke up sick, with a fever and a cough | She went to school anyway, in hopes that she'd see Theo | They had lunch together, but Theo remarked she didn't look well | Mae nodded and then threw up all over Theo's sweater vest | After changing into his gym shirt, he drove her home","After changing into his gym shirt, he drove her home | Mae woke up sick, with a fever and a cough | They had lunch together, but Theo remarked she didn't look well | Mae nodded and then threw up all over Theo's sweater vest | She went to school anyway, in hopes that she'd see Theo","Mae woke up sick, with a fever and a cough | She went to school anyway, in hopes that she'd see Theo | They had lunch together, but Theo remarked she didn't look well | Mae nodded and then threw up all over Theo's sweater vest | After changing into his gym shirt, he drove her home"
"1900","Siegfried had a dog named Levantine | Levantine could catch a frisbee in mid-air | One day Siegfried threw the frisbee into a dirty pond | Levantine chased after it, covering him in mud | Levantine ran back to the car, and tracked mud everywhere","Levantine ran back to the car, and tracked mud everywhere | Levantine chased after it, covering him in mud | Levantine could catch a frisbee in mid-air | Siegfried had a dog named Levantine | One day Siegfried threw the frisbee into a dirty pond","Siegfried had a dog named Levantine | One day Siegfried threw the frisbee into a dirty pond | Levantine chased after it, covering him in mud | Levantine ran back to the car, and tracked mud everywhere | Levantine could catch a frisbee in mid-air"
"1901","I wanted to paint my car black | I sanded my car down, and fixed any dents with bondo or fiberglass | I sprayed my car with primer to prep it | Then I painted my car with some nice black paint | My car now had a very nice black paint job","I sanded my car down, and fixed any dents with bondo or fiberglass | I wanted to paint my car black | My car now had a very nice black paint job | I sprayed my car with primer to prep it | Then I painted my car with some nice black paint","I wanted to paint my car black | I sanded my car down, and fixed any dents with bondo or fiberglass | I sprayed my car with primer to prep it | Then I painted my car with some nice black paint | My car now had a very nice black paint job"
"1902","Billy had a client that was very difficult | He hated every time he met with the client | Billy asked his boss to transfer the client to another worker | Another worker took over Billy's case | Billy's co-worker regretted taking over the case","Another worker took over Billy's case | Billy's co-worker regretted taking over the case | Billy had a client that was very difficult | He hated every time he met with the client | Billy asked his boss to transfer the client to another worker","Billy had a client that was very difficult | He hated every time he met with the client | Billy asked his boss to transfer the client to another worker | Billy's co-worker regretted taking over the case | Another worker took over Billy's case"
"1903","Tim cared about the environment | He always took his own bag grocery shopping | He saved hundreds of plastic bags by himself | It seemed like a small difference | But the numbers show a huge payoff","Tim cared about the environment | He saved hundreds of plastic bags by himself | He always took his own bag grocery shopping | But the numbers show a huge payoff | It seemed like a small difference","Tim cared about the environment | He always took his own bag grocery shopping | He saved hundreds of plastic bags by himself | But the numbers show a huge payoff | It seemed like a small difference"
"1904","Joey sat by a pond holding a sandwich | His phone rang and he put his sandwich on a rock to answer | He talked for five minutes with a dear friend | When he disconnected, the sandwich was gone | After looking around him, he finally saw it at the bottom of the pond","He talked for five minutes with a dear friend | When he disconnected, the sandwich was gone | His phone rang and he put his sandwich on a rock to answer | Joey sat by a pond holding a sandwich | After looking around him, he finally saw it at the bottom of the pond","Joey sat by a pond holding a sandwich | He talked for five minutes with a dear friend | His phone rang and he put his sandwich on a rock to answer | When he disconnected, the sandwich was gone | After looking around him, he finally saw it at the bottom of the pond"
"1905","Sally tried to fit into her old jeans | She had them for the past 10 years | But she has grown over time | She pulled and tugged and the jeans | They ended up ripping in half","But she has grown over time | Sally tried to fit into her old jeans | She had them for the past 10 years | She pulled and tugged and the jeans | They ended up ripping in half","She had them for the past 10 years | But she has grown over time | Sally tried to fit into her old jeans | She pulled and tugged and the jeans | They ended up ripping in half"
"1906","Time was ticking down | They only had a few more second to score a goal | They skated down the ice as fast as they could | The puck was passed to a player and he shot | The puck went past the goalie into the net as the clock expired","The puck was passed to a player and he shot | The puck went past the goalie into the net as the clock expired | They skated down the ice as fast as they could | Time was ticking down | They only had a few more second to score a goal","They skated down the ice as fast as they could | Time was ticking down | They only had a few more second to score a goal | The puck was passed to a player and he shot | The puck went past the goalie into the net as the clock expired"
"1907","Kate, Liz, and 2 friends were driving to Las Vegas | Originally it was supposed to be 2 people | Now there were four people in an economy sized vehicle | Kate realized she needed to pretend this wasn't a problem | She realized she needed try to be nice for the sake of the trip","Originally it was supposed to be 2 people | Kate realized she needed to pretend this wasn't a problem | She realized she needed try to be nice for the sake of the trip | Kate, Liz, and 2 friends were driving to Las Vegas | Now there were four people in an economy sized vehicle","Originally it was supposed to be 2 people | Kate realized she needed to pretend this wasn't a problem | She realized she needed try to be nice for the sake of the trip | Kate, Liz, and 2 friends were driving to Las Vegas | Now there were four people in an economy sized vehicle"
"1908","The boy is 12 years old, and he has speech Apraxia | Today he went to his speech therapist | They laughed about how tall he's getting, and he wasn't nervous after | He made a new friend with the therapist | Afterward, he said he really enjoyed his new friend","They laughed about how tall he's getting, and he wasn't nervous after | Today he went to his speech therapist | The boy is 12 years old, and he has speech Apraxia | He made a new friend with the therapist | Afterward, he said he really enjoyed his new friend","The boy is 12 years old, and he has speech Apraxia | Today he went to his speech therapist | He made a new friend with the therapist | Afterward, he said he really enjoyed his new friend | They laughed about how tall he's getting, and he wasn't nervous after"
"1909","Ray got fired from his job for being late all the time | He was dejected | Then he went to the temp agency to get a new job | When they found him a place, he made himself a promise | He was never going to be late again!","He was never going to be late again! | When they found him a place, he made himself a promise | Ray got fired from his job for being late all the time | He was dejected | Then he went to the temp agency to get a new job","Ray got fired from his job for being late all the time | He was dejected | When they found him a place, he made himself a promise | He was never going to be late again! | Then he went to the temp agency to get a new job"
"1910","Mo decided to throw a party at his house | He purchased several pizzas and lots of beer | Waiting for his guests to arrive, Mo drank all of the beer | When his guests arrived, Mo could barely stand | Mo's guests made Mo eat a whole pizza to sober up","He purchased several pizzas and lots of beer | Waiting for his guests to arrive, Mo drank all of the beer | When his guests arrived, Mo could barely stand | Mo's guests made Mo eat a whole pizza to sober up | Mo decided to throw a party at his house","Mo decided to throw a party at his house | He purchased several pizzas and lots of beer | Waiting for his guests to arrive, Mo drank all of the beer | When his guests arrived, Mo could barely stand | Mo's guests made Mo eat a whole pizza to sober up"
"1911","Tallon met a girl on the bus | They talked about anime | They talked about characters | They felt they were like a couple that got married in a show | They got married in real life","They talked about characters | Tallon met a girl on the bus | They talked about anime | They got married in real life | They felt they were like a couple that got married in a show","Tallon met a girl on the bus | They talked about characters | They talked about anime | They felt they were like a couple that got married in a show | They got married in real life"
"1912","Ben asked his mom to bring a snack home | She said she would stop on her way home from work | He was so happy when she came in | He looked to see what she had brought | She had brought home a dozen donuts!","She had brought home a dozen donuts! | He looked to see what she had brought | She said she would stop on her way home from work | He was so happy when she came in | Ben asked his mom to bring a snack home","Ben asked his mom to bring a snack home | She said she would stop on her way home from work | She had brought home a dozen donuts! | He was so happy when she came in | He looked to see what she had brought"
"1913","A cloud formed in the sky | It turned dark gray | The people in the town noticed | They all went inside | They were safe from the bad storm","They were safe from the bad storm | A cloud formed in the sky | They all went inside | It turned dark gray | The people in the town noticed","A cloud formed in the sky | It turned dark gray | The people in the town noticed | They all went inside | They were safe from the bad storm"
"1914","It was Kelly's first day at her new job | She was very excited | As excited as she was ,she was also nervous | Thankfully when she got there her nerves subsided | She was looking forward to going back","It was Kelly's first day at her new job | She was looking forward to going back | Thankfully when she got there her nerves subsided | She was very excited | As excited as she was ,she was also nervous","It was Kelly's first day at her new job | As excited as she was ,she was also nervous | Thankfully when she got there her nerves subsided | She was very excited | She was looking forward to going back"
"1915","Rachel heard crawling noises in the living room | A roach was flying around the light | She was extremely scared and ran away | She woke up her brother, in order for him to kill it | He took out a broom and was able to hit it","Rachel heard crawling noises in the living room | She was extremely scared and ran away | A roach was flying around the light | He took out a broom and was able to hit it | She woke up her brother, in order for him to kill it","A roach was flying around the light | Rachel heard crawling noises in the living room | She was extremely scared and ran away | She woke up her brother, in order for him to kill it | He took out a broom and was able to hit it"
"1916","Brenda wanted to be class president more than anything | Unfortunately Brenda was not very popular | But she worked very hard on her campaign | Her popular opponent did not campaign at all | Brenda lost the election in a landslide","But she worked very hard on her campaign | Brenda lost the election in a landslide | Unfortunately Brenda was not very popular | Her popular opponent did not campaign at all | Brenda wanted to be class president more than anything","Brenda wanted to be class president more than anything | But she worked very hard on her campaign | Her popular opponent did not campaign at all | Unfortunately Brenda was not very popular | Brenda lost the election in a landslide"
"1917","Joe was a hard working man | He did every job he was assigned with excellence | He never complained while on the job about anything | Joe's boss noticed his great work ethic and attitude | Joe received a big promotion and pay raise","He did every job he was assigned with excellence | He never complained while on the job about anything | Joe was a hard working man | Joe received a big promotion and pay raise | Joe's boss noticed his great work ethic and attitude","Joe was a hard working man | He did every job he was assigned with excellence | He never complained while on the job about anything | Joe's boss noticed his great work ethic and attitude | Joe received a big promotion and pay raise"
"1918","Amanda was taking an advanced reading class | The teacher asked for the students to finish a novel by tomorrow | Amanda got home and forgot about the assignment for hours | It was bedtime when she remembered she was suppose to be reading | Amanda stayed up all night and finished the novel on time","It was bedtime when she remembered she was suppose to be reading | Amanda was taking an advanced reading class | The teacher asked for the students to finish a novel by tomorrow | Amanda got home and forgot about the assignment for hours | Amanda stayed up all night and finished the novel on time","Amanda was taking an advanced reading class | The teacher asked for the students to finish a novel by tomorrow | Amanda got home and forgot about the assignment for hours | It was bedtime when she remembered she was suppose to be reading | Amanda stayed up all night and finished the novel on time"
"1919","Andrew has always wanted to have his own website | He decides to learn how to design and create websites | He studies very hard and asks advice of some of his friends | Finally he launches a website with pictures of his dog | Andrew is very proud that he has his own website","Andrew is very proud that he has his own website | Andrew has always wanted to have his own website | He studies very hard and asks advice of some of his friends | Finally he launches a website with pictures of his dog | He decides to learn how to design and create websites","Andrew has always wanted to have his own website | He decides to learn how to design and create websites | He studies very hard and asks advice of some of his friends | Finally he launches a website with pictures of his dog | Andrew is very proud that he has his own website"
"1920","Charlie is a detective for the local police force | He was called to a scene to investigate a burglary | Once there, he saw an awesome clue | The burglar left his wallet at the scene | He identified the burglar immediately with his ID","He identified the burglar immediately with his ID | Charlie is a detective for the local police force | He was called to a scene to investigate a burglary | The burglar left his wallet at the scene | Once there, he saw an awesome clue","Charlie is a detective for the local police force | He was called to a scene to investigate a burglary | Once there, he saw an awesome clue | The burglar left his wallet at the scene | He identified the burglar immediately with his ID"
"1921","Chloe loved the book she was reading | She was excited to know what happened next | As she read a page she tried to imagine | Her imagination got too out of hand | She went three pages without remembering what she read","She was excited to know what happened next | She went three pages without remembering what she read | Chloe loved the book she was reading | As she read a page she tried to imagine | Her imagination got too out of hand","Chloe loved the book she was reading | As she read a page she tried to imagine | Her imagination got too out of hand | She went three pages without remembering what she read | She was excited to know what happened next"
"1922","Shay was very mean | She decided to treat people better | She started paying attention to her anger triggers | Then she worked through them carefully | Soon, Shay was much calmer - and nicer!","Shay was very mean | Then she worked through them carefully | Soon, Shay was much calmer - and nicer! | She decided to treat people better | She started paying attention to her anger triggers","Shay was very mean | She started paying attention to her anger triggers | Then she worked through them carefully | She decided to treat people better | Soon, Shay was much calmer - and nicer!"
"1923","Eli was the star quarterback for the Cyclones | He had more touchdowns than any quarterback ever | He was proud of his accomplishments | He went to local schools to speak about his success | The kids all looked up to him","He had more touchdowns than any quarterback ever | He went to local schools to speak about his success | The kids all looked up to him | Eli was the star quarterback for the Cyclones | He was proud of his accomplishments","Eli was the star quarterback for the Cyclones | He had more touchdowns than any quarterback ever | He was proud of his accomplishments | He went to local schools to speak about his success | The kids all looked up to him"
"1924","The fruit tree made it easier on the land | Willie would always say we had a fruit tree in the yard | Willie would go through all the aspects of having to pick apples | One day an inspector came to the house | At the end, there was no apple tree and insurance went up high","One day an inspector came to the house | Willie would always say we had a fruit tree in the yard | Willie would go through all the aspects of having to pick apples | At the end, there was no apple tree and insurance went up high | The fruit tree made it easier on the land","Willie would always say we had a fruit tree in the yard | Willie would go through all the aspects of having to pick apples | The fruit tree made it easier on the land | One day an inspector came to the house | At the end, there was no apple tree and insurance went up high"
"1925","Bella was very pale | She wanted a suntan | She went to the park and stretched out on a chair | Then she relaxed in the sun for a few hours | When she left, her skin was a summery golden brown!","When she left, her skin was a summery golden brown! | She went to the park and stretched out on a chair | She wanted a suntan | Bella was very pale | Then she relaxed in the sun for a few hours","Bella was very pale | She wanted a suntan | She went to the park and stretched out on a chair | Then she relaxed in the sun for a few hours | When she left, her skin was a summery golden brown!"
"1926","Jan liked to play basketball | Her birthday was coming up | Jan asked her parents for a basketball goal | Jan was given a basketball goal for her birthday | She began practicing at her house everyday","Her birthday was coming up | Jan liked to play basketball | Jan was given a basketball goal for her birthday | She began practicing at her house everyday | Jan asked her parents for a basketball goal","Her birthday was coming up | Jan liked to play basketball | Jan asked her parents for a basketball goal | Jan was given a basketball goal for her birthday | She began practicing at her house everyday"
"1927","We lived in a condo in Brighton for years | In 1993 I saw a neighbor in the ambulance | I asked my neighbors what happened | His new girlfriend's ex came by and beat him up | He did not press charges ","I asked my neighbors what happened | In 1993 I saw a neighbor in the ambulance | His new girlfriend's ex came by and beat him up | We lived in a condo in Brighton for years | He did not press charges ","We lived in a condo in Brighton for years | His new girlfriend's ex came by and beat him up | In 1993 I saw a neighbor in the ambulance | He did not press charges | I asked my neighbors what happened"
"1928","Jake lived in northern California | There was a bad earthquake about 100 miles from him | He knew something was strange when his bed shook | He turned on the news and learned about the aftershocks | Jake was calm and thought it was interesting","He knew something was strange when his bed shook | Jake lived in northern California | He turned on the news and learned about the aftershocks | Jake was calm and thought it was interesting | There was a bad earthquake about 100 miles from him","Jake lived in northern California | There was a bad earthquake about 100 miles from him | He knew something was strange when his bed shook | He turned on the news and learned about the aftershocks | Jake was calm and thought it was interesting"
"1929","Giles made a new year's resolution to exercise more | He purchased a gym membership with an annual term | Giles began going twice a week, once for legs and once for arms | Giles lost his motivation to get to the gym around mid-year | Giles canceled the membership when the term was up","Giles canceled the membership when the term was up | He purchased a gym membership with an annual term | Giles began going twice a week, once for legs and once for arms | Giles lost his motivation to get to the gym around mid-year | Giles made a new year's resolution to exercise more","Giles made a new year's resolution to exercise more | He purchased a gym membership with an annual term | Giles began going twice a week, once for legs and once for arms | Giles lost his motivation to get to the gym around mid-year | Giles canceled the membership when the term was up"
"1930","Mrs Allen is a new teacher | She was nervous about her first day | She came in the class and said hello to all of the students | Everything went smoothly | She was very happy","Mrs Allen is a new teacher | She was nervous about her first day | She was very happy | Everything went smoothly | She came in the class and said hello to all of the students","Mrs Allen is a new teacher | She came in the class and said hello to all of the students | She was nervous about her first day | She was very happy | Everything went smoothly"
"1931","Joey is out at the beach with his friends | They were all going into the ocean | Except Joey he didn't go in | His friends asked him why he wouldn't go in | Joey embarrassingly told them he couldn't swim","His friends asked him why he wouldn't go in | Joey is out at the beach with his friends | They were all going into the ocean | Except Joey he didn't go in | Joey embarrassingly told them he couldn't swim","Joey is out at the beach with his friends | They were all going into the ocean | Except Joey he didn't go in | His friends asked him why he wouldn't go in | Joey embarrassingly told them he couldn't swim"
"1932","The first time I lived with a stranger was my freshman year of college | She had a very dominant personality and I had a very submissive one | For a long time we clashed and couldn't really get along | The second semester we stopped speaking to each other | The next year, I decided to live with a friend instead","For a long time we clashed and couldn't really get along | The second semester we stopped speaking to each other | The first time I lived with a stranger was my freshman year of college | The next year, I decided to live with a friend instead | She had a very dominant personality and I had a very submissive one","The first time I lived with a stranger was my freshman year of college | She had a very dominant personality and I had a very submissive one | For a long time we clashed and couldn't really get along | The second semester we stopped speaking to each other | The next year, I decided to live with a friend instead"
"1933","Ben is playing ball | He is playing hard | His team is losing by one basket | He attempts to make the shot and is pushed down | Ben falls to the ground missing the shot and his loses a tooth","He is playing hard | Ben falls to the ground missing the shot and his loses a tooth | His team is losing by one basket | He attempts to make the shot and is pushed down | Ben is playing ball","Ben is playing ball | He is playing hard | He attempts to make the shot and is pushed down | Ben falls to the ground missing the shot and his loses a tooth | His team is losing by one basket"
"1934","Sam's neck had been hurting recently | It was attributed to his bad posture at work | He decided to buy a neck rest for his chair | Sam installed the neck rest on his chair when it arrived | His neck no longer hurt with the added support","It was attributed to his bad posture at work | He decided to buy a neck rest for his chair | His neck no longer hurt with the added support | Sam installed the neck rest on his chair when it arrived | Sam's neck had been hurting recently","Sam's neck had been hurting recently | It was attributed to his bad posture at work | He decided to buy a neck rest for his chair | Sam installed the neck rest on his chair when it arrived | His neck no longer hurt with the added support"
"1935","Henry was up to bat in the bottom of the 9th inning | He was the last chance for his team to win | The first pitch was a wild pitch | Henry watched the second pitch as it approached the plate | He swung with all of his might and hit the winning home run","Henry was up to bat in the bottom of the 9th inning | The first pitch was a wild pitch | He swung with all of his might and hit the winning home run | Henry watched the second pitch as it approached the plate | He was the last chance for his team to win","He was the last chance for his team to win | Henry was up to bat in the bottom of the 9th inning | The first pitch was a wild pitch | Henry watched the second pitch as it approached the plate | He swung with all of his might and hit the winning home run"
"1936","Billy was happily playing with his toy truck in the street | Someone called the cops on the autistic adult | Billy's therapist tried to calm the situation down | One of the cops shot the therapist | He later apologized, explaining he was aiming for Billy","Billy was happily playing with his toy truck in the street | Billy's therapist tried to calm the situation down | Someone called the cops on the autistic adult | One of the cops shot the therapist | He later apologized, explaining he was aiming for Billy","Billy was happily playing with his toy truck in the street | Billy's therapist tried to calm the situation down | Someone called the cops on the autistic adult | One of the cops shot the therapist | He later apologized, explaining he was aiming for Billy"
"1937","It was the end of an era | John and Jim were moving out of their old place | They had lived their all throughout college | The move was bittersweet | The new house was going to be great","John and Jim were moving out of their old place | The new house was going to be great | It was the end of an era | They had lived their all throughout college | The move was bittersweet","They had lived their all throughout college | John and Jim were moving out of their old place | The move was bittersweet | It was the end of an era | The new house was going to be great"
"1938","Mary had an essay that was due in 12 hours | She delayed writing what she initially wanted | She knew her ideas were not good enough and kept thinking | Four hours passed of brainstorming and debating | With little time left, Mary wrote about her initial ideas","With little time left, Mary wrote about her initial ideas | She knew her ideas were not good enough and kept thinking | Four hours passed of brainstorming and debating | Mary had an essay that was due in 12 hours | She delayed writing what she initially wanted","Mary had an essay that was due in 12 hours | She delayed writing what she initially wanted | She knew her ideas were not good enough and kept thinking | Four hours passed of brainstorming and debating | With little time left, Mary wrote about her initial ideas"
"1939","Hannah skipped her history class two days in a row | Because of this, the teacher gave her a note | The note explained that she had to go to detention | Hannah showed up for the detention and did her homework | Afterwords, she was glad to be done with it","Hannah showed up for the detention and did her homework | The note explained that she had to go to detention | Afterwords, she was glad to be done with it | Because of this, the teacher gave her a note | Hannah skipped her history class two days in a row","Hannah skipped her history class two days in a row | Because of this, the teacher gave her a note | The note explained that she had to go to detention | Hannah showed up for the detention and did her homework | Afterwords, she was glad to be done with it"
"1940","Gina was getting on the highway | She could see the traffic was barely moving | And as she approached the on-ramp signal stood red | Gina sat at the red light for 2 minutes before getting a green one | Finally she was able to get on the highway to drive home","Finally she was able to get on the highway to drive home | Gina was getting on the highway | And as she approached the on-ramp signal stood red | She could see the traffic was barely moving | Gina sat at the red light for 2 minutes before getting a green one","Gina was getting on the highway | And as she approached the on-ramp signal stood red | She could see the traffic was barely moving | Gina sat at the red light for 2 minutes before getting a green one | Finally she was able to get on the highway to drive home"
"1941","A bomb was about to go off | The forces tried to deactivate it | They called in a specialist | The specialist tried really hard | He succeeded at it","They called in a specialist | He succeeded at it | A bomb was about to go off | The forces tried to deactivate it | The specialist tried really hard","A bomb was about to go off | They called in a specialist | The forces tried to deactivate it | The specialist tried really hard | He succeeded at it"
"1942","Evans had to charge his phone every day | One day, he could not find his charger | He searched everywhere but it was simply missing | He went to his friends house to charge his phone | Then, he remembered his charger was at work","Evans had to charge his phone every day | He searched everywhere but it was simply missing | Then, he remembered his charger was at work | One day, he could not find his charger | He went to his friends house to charge his phone","Evans had to charge his phone every day | One day, he could not find his charger | He searched everywhere but it was simply missing | Then, he remembered his charger was at work | He went to his friends house to charge his phone"
"1943","Joey loves poker | Saturday he went to play on his poker team | Joey came in first place and won a spot in the WSOP | Joey made his arrangements to fly to Vegas | Joey experienced his dream playing in the WSOP","Saturday he went to play on his poker team | Joey came in first place and won a spot in the WSOP | Joey made his arrangements to fly to Vegas | Joey experienced his dream playing in the WSOP | Joey loves poker","Joey loves poker | Saturday he went to play on his poker team | Joey came in first place and won a spot in the WSOP | Joey made his arrangements to fly to Vegas | Joey experienced his dream playing in the WSOP"
"1944","Kevin was watching tv | But he couldn't find a show that he liked | He continuously flipped through channels | And after 10 minutes of searching, he didn't give up | An hour later, Kevin was angry about how much time he wasted","He continuously flipped through channels | Kevin was watching tv | But he couldn't find a show that he liked | An hour later, Kevin was angry about how much time he wasted | And after 10 minutes of searching, he didn't give up","Kevin was watching tv | He continuously flipped through channels | But he couldn't find a show that he liked | And after 10 minutes of searching, he didn't give up | An hour later, Kevin was angry about how much time he wasted"
"1945","We left early on a sunday, flying out of Atlanta | Once there, we quickly went to our apartment we had rented | It was a nice apartment, downtown in San Juan | Before long we decided to go out and get something to eat | The food there was spectacular!","It was a nice apartment, downtown in San Juan | The food there was spectacular! | We left early on a sunday, flying out of Atlanta | Once there, we quickly went to our apartment we had rented | Before long we decided to go out and get something to eat","We left early on a sunday, flying out of Atlanta | Once there, we quickly went to our apartment we had rented | It was a nice apartment, downtown in San Juan | Before long we decided to go out and get something to eat | The food there was spectacular!"
"1946","Lily decided to go out to her favorite tea house for lunch | She got there and ordered a pot of tea and cucumber sandwiches | She drank her tea and ate her food, enjoying the people around her | She paid for her food and left and went home | Lily decided to make this a new once a week tradition","She drank her tea and ate her food, enjoying the people around her | She got there and ordered a pot of tea and cucumber sandwiches | Lily decided to go out to her favorite tea house for lunch | She paid for her food and left and went home | Lily decided to make this a new once a week tradition","Lily decided to go out to her favorite tea house for lunch | She got there and ordered a pot of tea and cucumber sandwiches | She drank her tea and ate her food, enjoying the people around her | She paid for her food and left and went home | Lily decided to make this a new once a week tradition"
"1947","Thompson was always afraid of crocodiles | He knew they had a lot of teeth | One day, he traveled to Florida | Suddenly, he saw a crocodile | After that, he wasn't feared of crocodiles","Suddenly, he saw a crocodile | He knew they had a lot of teeth | One day, he traveled to Florida | After that, he wasn't feared of crocodiles | Thompson was always afraid of crocodiles","Thompson was always afraid of crocodiles | One day, he traveled to Florida | Suddenly, he saw a crocodile | He knew they had a lot of teeth | After that, he wasn't feared of crocodiles"
"1948","Keith was working in his yard | The wind began to blow hard | Several limbs fell from the trees in his yard | Keith decided it was dangerous to stay outside | He went inside to wait out the storm","Keith was working in his yard | The wind began to blow hard | Several limbs fell from the trees in his yard | He went inside to wait out the storm | Keith decided it was dangerous to stay outside","Keith was working in his yard | The wind began to blow hard | Several limbs fell from the trees in his yard | He went inside to wait out the storm | Keith decided it was dangerous to stay outside"
"1949","Becky loved climbing | She decided to climb a mountain one state over | Becky trained for weeks to prepare for the climb | On the day of the climb, she reached the mountain peak | Becky felt proud for achieving her goal","Becky felt proud for achieving her goal | Becky trained for weeks to prepare for the climb | She decided to climb a mountain one state over | On the day of the climb, she reached the mountain peak | Becky loved climbing","Becky loved climbing | She decided to climb a mountain one state over | Becky trained for weeks to prepare for the climb | On the day of the climb, she reached the mountain peak | Becky felt proud for achieving her goal"
"1950","Ross finished reading his novel | He decided he wanted to buy another book to read | He rode his bike to the local bookstore | He browsed all the new books | He picked out a mystery novel and bought it","He decided he wanted to buy another book to read | He rode his bike to the local bookstore | Ross finished reading his novel | He browsed all the new books | He picked out a mystery novel and bought it","Ross finished reading his novel | He decided he wanted to buy another book to read | He rode his bike to the local bookstore | He browsed all the new books | He picked out a mystery novel and bought it"
"1951","Harrison really liked writing poetry | He saw a poetry competition and decided to join | They spent all week preparing for the event | He performed and everyone enjoyed the shoe | He ended up taking home the prize, a free backpack","He performed and everyone enjoyed the shoe | They spent all week preparing for the event | He saw a poetry competition and decided to join | Harrison really liked writing poetry | He ended up taking home the prize, a free backpack","Harrison really liked writing poetry | He saw a poetry competition and decided to join | They spent all week preparing for the event | He performed and everyone enjoyed the shoe | He ended up taking home the prize, a free backpack"
"1952","Dave invited Mike to join the work basketball team | Mike didn't know how to play basketball | Mike went to the library to check out a book on basketball | Mike learned the rules of the game | Mike accepted Dave's invitation to join the work basketball team","Mike learned the rules of the game | Mike went to the library to check out a book on basketball | Mike didn't know how to play basketball | Dave invited Mike to join the work basketball team | Mike accepted Dave's invitation to join the work basketball team","Mike didn't know how to play basketball | Mike went to the library to check out a book on basketball | Mike learned the rules of the game | Dave invited Mike to join the work basketball team | Mike accepted Dave's invitation to join the work basketball team"
"1953","Fred almost always watches TV after he and his wife cook dinner | One night Fred decides it would be nice if he washed the dishes | His wife is overcome with joy that he offers to wash them | Fred notices that washing the dishes isn't so bad | He decides to wash the dishes every day instead of watching TV","He decides to wash the dishes every day instead of watching TV | His wife is overcome with joy that he offers to wash them | One night Fred decides it would be nice if he washed the dishes | Fred almost always watches TV after he and his wife cook dinner | Fred notices that washing the dishes isn't so bad","Fred almost always watches TV after he and his wife cook dinner | One night Fred decides it would be nice if he washed the dishes | His wife is overcome with joy that he offers to wash them | He decides to wash the dishes every day instead of watching TV | Fred notices that washing the dishes isn't so bad"
"1954","It was a very dry and hot summer day | Ryuu felt like he was melting in the heat | He went to the kitchen to grab a watermelon and coconut water | Ryuu sat on his porch, sweating | He took a big bite of watermelon while enjoying the sunset","Ryuu felt like he was melting in the heat | He went to the kitchen to grab a watermelon and coconut water | It was a very dry and hot summer day | He took a big bite of watermelon while enjoying the sunset | Ryuu sat on his porch, sweating","It was a very dry and hot summer day | Ryuu felt like he was melting in the heat | He went to the kitchen to grab a watermelon and coconut water | He took a big bite of watermelon while enjoying the sunset | Ryuu sat on his porch, sweating"
"1955","Wallace stole $20 dollars from her boyfriend's wallet last week | He eventually got over it and threw a party at his house | Everyone decided to bring food and he was grilling chicken | There was one piece of grilled chicken left when Wallace came | Although he wasn't hungry, Wallace's boyfriend took it","Wallace stole $20 dollars from her boyfriend's wallet last week | Although he wasn't hungry, Wallace's boyfriend took it | There was one piece of grilled chicken left when Wallace came | He eventually got over it and threw a party at his house | Everyone decided to bring food and he was grilling chicken","Wallace stole $20 dollars from her boyfriend's wallet last week | Although he wasn't hungry, Wallace's boyfriend took it | He eventually got over it and threw a party at his house | Everyone decided to bring food and he was grilling chicken | There was one piece of grilled chicken left when Wallace came"
