original_story,reordered_story,reason
"Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | That night, with popcorn and pizza, they turned on the movie | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie!","Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie | 
becomes 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
However a better chronological ordering is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie | They all teased him about this, and refused to watch the movie! 
However ""They all teased him about this, and refused to watch the movie!"" must occur before ""That night, with popcorn and pizza, they turned on the movie"" does not make sense because they refused to watch the movie so 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is incorrect. A correct ordering is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
is before they watch the movie but since the last sentence is about watching the movie the ordering must reflect this so 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
must be changed to 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
is incorrect and the correct sequence is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They refused to watch the movie before they could have turned it on so 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is incorrect 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They all teased him about this, and refused to watch the movie! 
must come before they can watch the movie 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They refused so 
That night, with popcorn and pizza, they turned on the movie 
must come before 
They all teased him about this, and refused to watch the movie! 
is incorrect 
They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
is incorrect and a better ordering is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie | They all teased him about this, and refused to watch the movie! 
However this is still not correct since 
They all teased him about this, and refused to watch the movie! 
must come before 
That night, with popcorn and pizza, they turned on the movie 
A correct sequence of events is: 
They go online to pick out the movie 
Tom picks the movie 
The guys find out it is a romance 
The guys refuse to watch it 
However they still watch it 
So 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is incorrect 
They all teased him about this, and refused to watch the movie! 
comes before watching it so the correct ordering is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
However they still end up watching it 
So the correct sequence is: 
Tom picks the movie | The guys find out | They give Tom a hard time and refuse | They still end up watching it that night 
They watched the movie despite their initial refusal 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They all teased him about this, and refused to watch the movie! 
comes before they watch the movie so 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is incorrect and 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie | They all teased him about this, and refused to watch the movie! 
is also incorrect since the guys refused to watch the movie 
However the correct sequence must show that the guys refused and still watched it so 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They all teased him about this, and refused to watch the movie! 
comes before they can watch the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is incorrect 
They refused then still watched so 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
comes before they watch 
So a correct sequence is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is incorrect 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie | They all teased him about this, and refused to watch the movie! 
is also incorrect because the refusal must come before they watch the movie so 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
A correct ordering is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is incorrect 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie | They all teased him about this, and refused to watch the movie! 
They refused then watched so 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is the correct sequence of events 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
comes before they watch it 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie | They all teased him about this, and refused to watch the movie! 
is incorrect 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
They refused and then still watched the movie 
The guys refused but still watched it so 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
Therefore the correct order is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie | They all teased him about this, and refused to watch the movie! 
is incorrect 
A correct ordering is: 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
They refused then still watched 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They refused then watched 
Therefore the correct sequence is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They refused 
Then they watched 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
However 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie 
is the initial part of the story so the correct sequence must be 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they refused 
Then they watched 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
So 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
A correct ordering is: 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
However they refused then watched so 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
So the correct sequence is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then 
They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is correct 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie | They all teased him about this, and refused to watch the movie! 
is incorrect 
The guys refused then still watched so 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is the correct ordering 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
They all teased him about this, and refused to watch the movie! 
comes before 
That night, with popcorn and pizza, they turned on the movie 
Therefore the correct sequence is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they refused 
Then they watched 
Therefore the correct sequence is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
Then they watched 
Therefore the correct sequence of events is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie | They all teased him about this, and refused to watch the movie! 
is incorrect 
A correct ordering is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they refused 
Then they watched 
Therefore a correct ordering is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
Then they watched 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
Therefore the correct ordering of events is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
However this implies they watched it after they refused 
Which is correct because they did watch after refusing 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie | They all teased him about this, and refused to watch the movie! 
is incorrect 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they found out 
Then they refused 
Then they watched 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is correct 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then 
They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is the correct ordering of events 
However this is still a possible outcome because they did end up watching it 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is correct 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they found out and refused 
Then they still watched 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they refused 
Then they watched 
Therefore the correct ordering of the sentence is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is the correct sequence 
However it says they watched the movie after they refused which is correct because they did end up watching it 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they found out and refused 
Then they still watched 
Therefore the correct ordering is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they refused 
Then they watched 
Therefore the correct ordering is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
The guys refused 
Then they watched 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is correct 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they found out 
Then they refused 
Then they watched 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is correct 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they refused 
Then they watched 
Therefore the correct sequence of the events is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is the correct ordering 
The guys found out 
Then they refused 
Then they watched 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is correct 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they found out 
Then they refused 
Then they watched 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is the correct ordering 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then 
They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance 
Then they refused 
Then they watched 
Therefore the correct ordering is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is the correct ordering 
However this sequence has the guys watching after they refused which is correct because they did end up watching the movie 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! 
Then they watched 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | That night, with popcorn and pizza, they turned on the movie | They all teased him about this, and refused to watch the movie! 
is incorrect 
The correct sequence is 
Tom went online to rent a movie for he and his buddies 
Then 
Tom picked the perfect movie for the gang 
Then 
At that moment all the guys saw that Tom picked out a corny romance 
Then 
They all teased him about this, and refused to watch the movie! 
Then 
That night, with popcorn and pizza, they turned on the movie 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is the correct ordering of events 
They all teased him about this, and refused to watch the movie! 
Then they still watched 
Therefore 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie 
is the correct ordering 
Therefore the final answer is 
Tom went online to rent a movie for he and his buddies | Tom picked the perfect movie for the gang | At that moment all the guys saw that Tom picked out a corny romance | They all teased him about this, and refused to watch the movie! | That night, with popcorn and pizza, they turned on the movie",wrong sentence count
Lucy hated getting up | The bus was getting up in five minutes | She got up in ten minutes | Lucy missed the bus | She had to walk to school,The bus was getting up in five minutes | Lucy got up in ten minutes | Lucy missed the bus | Lucy hated getting up | She had to walk to school,not a permutation of any gold story
Tim thought he had a certain amount of money | He decided to make sure before going out | Tim checked his account online | It was actually much lower than he thought | Tim decided not to go out,Tim thought he had a certain amount of money | Tim decided to make sure before going out | Tim checked his account online | It was actually much lower than he thought | Tim decided not to go out,not a permutation of any gold story
"Jeff was watching a car racing movie | And afterwards, he felt like using his own car for races | He sped down the freeway one night | But he was caught be a police officer and issued a speeding ticket | Jeff had to do 50 hours of community service","Jeff was watching a car racing movie | And afterwards, he felt like using his own car for races | He sped down the freeway one night | But he was caught by a police officer and issued a speeding ticket | Jeff had to do 50 hours of community service",not a permutation of any gold story
"Bill's niece was going to have a birthday party this weekend | Bill didn't have enough money for presents for her | He picked up an extra shift at work to make some money | He bought the new talking doll she had mentioned about wanting | Bill was deemed ""Best Uncle"" by his niece","Bill didn't have money for presents for her | Bill's niece was going to have a birthday party this weekend | He picked up an extra shift at work to make some money | He bought the new talking doll she had mentioned about wanting | Bill was deemed ""Best Uncle"" by his niece",not a permutation of any gold story
Dean was preparing for a presentation at work | He researched his project all week | Dean met with his co-workers to discuss the issues | Dean gave his presentation to the office | Dean's boss was impressed with his work,Dean was preparing for a presentation at work | Dean researched his project all week | Dean met with his co-workers to discuss the issues | Dean gave his presentation to the office | Dean's boss was impressed with his work,not a permutation of any gold story
Bob and Susan met way back in 1970 | They fell in love almost instantly and got married | The bought a house and raised two wonderful children together | Both of them got sick together in early 2006 | They died in the same hospital room on the same night,Bob and Susan met way back in 1970 | They fell in love almost instantly and got married | They bought a house and raised two wonderful children together | Both of them got sick together in early 2006 | They died in the same hospital room on the same night,not a permutation of any gold story
"Pepper was having a difficult time is her Chemistry class | She decided to go to the tutoring center to get some help | The tutor spoke to Pepper in a way she easily understood | To celebrate passing the class, Pepper invited her tutor to dinner | Dinner went great and they have been best friends ever since","Pepper was having a difficult time in her Chemistry class | She decided to go to the tutoring center to get some help | The tutor spoke to Pepper in a way she easily understood | To celebrate passing the class, Pepper invited her tutor to dinner | Dinner went great and they have been best friends ever since",not a permutation of any gold story
"There was a new art exhibit | Janice decided to go see it | She walked around enjoying the art | Then, she complimented the artist | Then, she went home","Janice decided to go see it | She walked around enjoying the art | Then, she complimented the artist | Then, she went home",wrong sentence count
I got a new iPad | Only thing I needed was a keyboard | I searched many places | I couldn't find one | Finally I found one,I got a new iPad | I needed a keyboard | I searched many places | I couldn't find one | Finally I found one,not a permutation of any gold story
"Maggie's kitten loved her treats | In fact, her kitten has dug her way into the bag for them | So, Maggie put them up in the highest cupboard | One day, Maggie came home to kitten treats all over the floor | Her little kitten had jumped up and knocked the bag onto the floor","Maggie's kitten loved her treats | Maggie's kitten has dug her way into the bag for them | One day, Maggie came home to kitten treats all over the floor | Her little kitten had jumped up and knocked the bag onto the floor | So, Maggie put them up in the highest cupboard",not a permutation of any gold story
The Smith family was going on vacation | The were unable to take their dog with them | Mrs Smith was nervous about boarding the dog in a kennel | A neighbor told her about the DogVacay website | Mrs Smith used the website to find a local family that would dog-sit,The Smith family was going on vacation | They were unable to take their dog with them | A neighbor told her about the DogVacay website | Mrs Smith used the website to find a local family that would dog-sit | Mrs Smith was nervous about boarding the dog in a kennel,not a permutation of any gold story
Doug got a new puppy yesterday | The puppy likes to chew on the furniture | The puppy got out of the kennel when Doug was a work | The puppy chewed Doug's couch | Doug was now shopping for a new couch,Doug got a new puppy yesterday | The puppy got out of the kennel when Doug was at work | The puppy chewed Doug's couch | Doug was now shopping for a new couch | The puppy likes to chew on the furniture,not a permutation of any gold story
Pete hammered a nail in the wall to hang a picture | He put the picture on the nail and stood back | The picture seemed level be he was not sure | Pete used a bubble level to double check | The bubble level showed the picture to be level,Pete hammered a nail in the wall to hang a picture | The picture seemed level but he was not sure | Pete used a bubble level to double check | The bubble level showed the picture to be level | He put the picture on the nail and stood back,not a permutation of any gold story
"Jim played ball in the yard | His friends wanted to come over | Jim wouldn't let them | Then, jim got bored | He let his friends in the yard and had lots of fun","His friends wanted to come over | Jim wouldn't let them | Jim let his friends in the yard and had lots of fun | Jim played ball in the yard | Then, jim got bored",not a permutation of any gold story
"Adrian needed to deposit funds at the bank | He approached the teller | When he reached for his wallet, he found he'd forgotten his card | The teller informed him he couldn't deposit without it | He headed back home feeling quite silly","Adrian needed to deposit funds at the bank | He headed to the bank and approached the teller | When he reached for his wallet, he found he'd forgotten his card | The teller informed him he couldn't deposit without it | He headed back home feeling quite silly",not a permutation of any gold story
"Ada was a potato farmer in Romania | She longed for life in the big city of Bucharest | One day, a gentleman came and offered to buy her potato farm | She made a small fortune with the money | Ada moved to Bucharest, but longed for the countryside again","Ada was a potato farmer in Romania | One day, a gentleman came and offered to buy her potato farm | She made a small fortune with the money | She moved to Bucharest, but longed for the countryside again | She longed for life in the big city of Bucharest",not a permutation of any gold story
