original_story,reordered_story
The boy went to a video arcade | He played his favorite machine | His games didn't go very well | He told the owner about his experience | The owner explained that he had made the game settings harder,The boy went to a video arcade | He played his favorite machine | His games didn't go very well | He told the owner about his experience | The owner explained that he had made the game settings harder
Jane was walking with friends | She didn't notice they couldn't keep up with her pace | She was a fast walker because of track | A friend finally told her to slow down as they were out of breath | Jane apologized and slowed down,Jane was walking with friends | She was a fast walker because of track | She didn't notice they couldn't keep up with her pace | A friend finally told her to slow down as they were out of breath | Jane apologized and slowed down
I smelled smoke in the air during my hike | I looked around but saw no fires | Next to me was a tall tree | I climbed to the top to look around | Far in the distance I could see a fire growing,I smelled smoke in the air during my hike | Next to me was a tall tree | I climbed to the top to look around | I looked around but saw no fires | Far in the distance I could see a fire growing
One night there was a huge storm | The next morning Thomas was checking out his yard | He saw that his entire fence had been blown over | He had to spend all day putting the fence back up | This time he reinforced it for wind,One night there was a huge storm | He saw that his entire fence had been blown over | This time he reinforced it for wind | He had to spend all day putting the fence back up | The next morning Thomas was checking out his yard
Sam daddy was away for work | Sam was really missing his dad | One day Sam was sitting feeling sad | He got up walked to the mailbox | Then he saw the letter from his dad,Sam daddy was away for work | Sam was really missing his dad | One day Sam was sitting feeling sad | He got up walked to the mailbox | Then he saw the letter from his dad
A professor was teaching media arts | The students wanted to learn something from him | He invited them over to play video games | He beat them all | They learned their lesson,The students wanted to learn something from him | A professor was teaching media arts | He beat them all | They learned their lesson | He invited them over to play video games
Doug loved walking | He always found things when he walked | Today he found a quarter | Then he found a blue ball | He then walked home happy about his day,Doug loved walking | He always found things when he walked | Today he found a quarter | Then he found a blue ball | He then walked home happy about his day
Tim and his girlfriend were going out to dinner | Tim asked her where she wanted to go | She claimed to not care | Tim suggested several places that she turned down | Eventually Tim just begged her to pick,Tim and his girlfriend were going out to dinner | Tim asked her where she wanted to go | She claimed to not care | Tim suggested several places that she turned down | Eventually Tim just begged her to pick
Jose was a migrant worker who traveled wherever the crops were | Joanne lived in a manor house and had never travelled anywhere | One day Joanne was sent to the fields with iced tea for all the workers | Jose accepted Joanne's tea with a smile and happy heart | Joanne accepted Jose's heart,Joanne lived in a manor house and had never travelled anywhere | Jose was a migrant worker who traveled wherever the crops were | One day Joanne was sent to the fields with iced tea for all the workers | Jose accepted Joanne's tea with a smile and happy heart | Joanne accepted Jose's heart
Trey had forgotten to study for his math exam | His teacher was sick and they had a sub | The test was postponed | Trey was relieved | He studied hard that night for the test,Trey had forgotten to study for his math exam | His teacher was sick and they had a sub | The test was postponed | He studied hard that night for the test | Trey was relieved
"John was a factory worker with three children | He loved them very much, although he could barely provide for them | John always encouraged their education, and worked backbreaking days | All three of his children went to college and became successful | It was only then they realized how good of a father they had","John was a factory worker with three children | He loved them very much, although he could barely provide for them | John always encouraged their education, and worked backbreaking days | All three of his children went to college and became successful | It was only then they realized how good of a father they had"
Melissa was trying to find something to eat | She opened the door to the fridge | She looked steadily at her options | Nothing sounded good to her | She closed the door as she walked back to her room,Melissa was trying to find something to eat | She opened the door to the fridge | Nothing sounded good to her | She looked steadily at her options | She closed the door as she walked back to her room
"Gina's whole family was at the park | Kids had been throwing rocks and hit a car | When the adults arrived, the kids ran | The men gave chase | The kids ducked into the nearby woods before they were caught","Gina's whole family was at the park | Kids had been throwing rocks and hit a car | The kids ducked into the nearby woods before they were caught | The men gave chase | When the adults arrived, the kids ran"
Tom was driving by a trailer park | He noticed one of them was on fire | He tried to go to help | He tried pulling someone out of a window but their skin fell off | Tom never forgot the way that looked and felt,Tom was driving by a trailer park | He noticed one of them was on fire | He tried to go to help | He tried pulling someone out of a window but their skin fell off | Tom never forgot the way that looked and felt
"When my brother and I were little we were in the Scouts | One time at a camp-out it started storming really hard | Thunder, lightning and roaring wind kept us up | Eventually our tents started leaking from so much water | We all ended sleeping the vehicles instead","When my brother and I were little we were in the Scouts | One time at a camp-out it started storming really hard | Thunder, lightning and roaring wind kept us up | Eventually our tents started leaking from so much water | We all ended sleeping the vehicles instead"
Tom had several messy roommates | He kept trying to get them to wash their dishes | They always had excuses not to | One day Tom decided to move out | He didn't tell any of them and cut off communication,Tom had several messy roommates | They always had excuses not to | He kept trying to get them to wash their dishes | He didn't tell any of them and cut off communication | One day Tom decided to move out
There was a cake in the office kitchen | I cut myself a slice | I walked back to my desk to enjoy my cake | Kevin saw that I was eating the cake | He told me his wife had made it the night before,There was a cake in the office kitchen | Kevin saw that I was eating the cake | He told me his wife had made it the night before | I cut myself a slice | I walked back to my desk to enjoy my cake
The best friends always take a girls trips | This year they went to New York | They went shopping | They saw a Broadway show | They always have a great time catching up,The best friends always take a girls trips | They always have a great time catching up | This year they went to New York | They saw a Broadway show | They went shopping
"Daniel found that he became very hungry in math class every day | He decided he would bring a snack to his class | Daniel's teacher caught him, and sent him to detention | Daniel stopped bringing snacks, but was still hungry in math | Daniel decided to eat more before school to solve the problem","Daniel decided to eat more before school to solve the problem | He decided he would bring a snack to his class | Daniel stopped bringing snacks, but was still hungry in math | Daniel's teacher caught him, and sent him to detention | Daniel found that he became very hungry in math class every day"
"Barry was not ready for the winter | Barry watched the news, and saw today would be very cold | Barry decided to wear his thick jacket when heading out | Once outside, Barry was shocked at just how cold it was | Barry knew that he would be facing a very cold winter this year","Barry knew that he would be facing a very cold winter this year | Barry watched the news, and saw today would be very cold | Barry decided to wear his thick jacket when heading out | Once outside, Barry was shocked at just how cold it was | Barry was not ready for the winter"
"Kate's friend Sue was going away for the summer | But they had the first day of summer together | They rode bikes, swam, and saw a movie together | At the end of the day Sue's mom took her home | Kate was happy to have at least one summer day with her friend","Kate's friend Sue was going away for the summer | But they had the first day of summer together | They rode bikes, swam, and saw a movie together | At the end of the day Sue's mom took her home | Kate was happy to have at least one summer day with her friend"
The reporter skidded across the pool of blood | He fell directly on top of the body | He left a bloody hand-print as he stood up | The police ignored his protests as they arrested him | The killer saw the news report and cackled with insane glee,He fell directly on top of the body | He left a bloody hand-print as he stood up | The reporter skidded across the pool of blood | The police ignored his protests as they arrested him | The killer saw the news report and cackled with insane glee
"Joy and Robbie wanted to build the best sandcastle ever | They worked on it all morning before they had to go have lunch | When they came back, people were gathered around it | They were talking about how creative and big it was | Joy and Robbie felt very proud of their creation","Joy and Robbie wanted to build the best sandcastle ever | They worked on it all morning before they had to go have lunch | When they came back, people were gathered around it | Joy and Robbie felt very proud of their creation | They were talking about how creative and big it was"
"Every summer afternoon, an ice cream truck came to Marie's block | Marie ran to the truck each day, even though she had no money | She watched enviously as other kids left eating frozen treats | Marie always waved goodbye to the ice cream man | On the last day of summer, he handed Marie a handful of free treats","Every summer afternoon, an ice cream truck came to Marie's block | Marie ran to the truck each day, even though she had no money | She watched enviously as other kids left eating frozen treats | On the last day of summer, he handed Marie a handful of free treats | Marie always waved goodbye to the ice cream man"
Tom was unemployed | He wanted to find new work | He applied to work at a restaurant | They hired him | Tom was happy to be working as a waiter,Tom was unemployed | He wanted to find new work | He applied to work at a restaurant | They hired him | Tom was happy to be working as a waiter
The soldiers searched for the enemy | They could not find him | They asked the locals for help | One local revealed the enemy's location | That local was later killed by the enemy,They asked the locals for help | One local revealed the enemy's location | The soldiers searched for the enemy | They could not find him | That local was later killed by the enemy
My coworker Frank is visiting today | He is bringing over doughnuts from his local bakery | The doughnuts are very tasty and moist | Frank is a kind man to drive 40 miles to visit | I am happy he is my friend,My coworker Frank is visiting today | Frank is a kind man to drive 40 miles to visit | He is bringing over doughnuts from his local bakery | The doughnuts are very tasty and moist | I am happy he is my friend
"A friend who lives in Chicago is letting me stay with her | There's a convention in town, so I thought it would be great | Except to her, living in Chicago means the suburbs of Chicago | So now I have an hour and a half commute every day | I should have just rented a hotel room closer to the city","There's a convention in town, so I thought it would be great | A friend who lives in Chicago is letting me stay with her | So now I have an hour and a half commute every day | I should have just rented a hotel room closer to the city | Except to her, living in Chicago means the suburbs of Chicago"
John was tired of getting bullied | John wanted to learn self defense | John learned karate | John stood up the bully using his skills | The bully never bothered John again,John was tired of getting bullied | John wanted to learn self defense | John learned karate | John stood up the bully using his skills | The bully never bothered John again
"Carl was tasked with finding his family's Christmas tree | He was fifteen and he felt very manly and important | But after a night of searching, no tree seemed perfect enough | He went and bought an artificial tree at the store | Carl's family loved his fake tree just as much as any real tree!","He was fifteen and he felt very manly and important | Carl was tasked with finding his family's Christmas tree | But after a night of searching, no tree seemed perfect enough | He went and bought an artificial tree at the store | Carl's family loved his fake tree just as much as any real tree!"
Mark was late on his lease | He did not have enough money to pay it | Mark asked his friend Alex to lend him some money | Alex agreed when Mark promised to pay him back by next week | Mark rushed to the leasing office before it closed,Mark was late on his lease | He did not have enough money to pay it | Mark asked his friend Alex to lend him some money | Alex agreed when Mark promised to pay him back by next week | Mark rushed to the leasing office before it closed
Darcy was showing a dog | She was at the show and knew the judge | Her dog became disqualified | She contested the ruling due to misunderstanding | Darcy won the suit,She was at the show and knew the judge | Darcy was showing a dog | Her dog became disqualified | She contested the ruling due to misunderstanding | Darcy won the suit
Jack went to his friend's place | The house was huge | It made Jack feel poor | Jack left early | Jack stopped talking to that friend,Jack went to his friend's place | The house was huge | It made Jack feel poor | Jack stopped talking to that friend | Jack left early
"I went to visit my ex-boyfriend an hour out of town | The first night, he started acting very controlling | He ended up beating me for hours | I was stuck there for two more days, then finally escaped | I went home and never looked back","I went to visit my ex-boyfriend an hour out of town | The first night, he started acting very controlling | He ended up beating me for hours | I was stuck there for two more days, then finally escaped | I went home and never looked back"
Russ drove to the store to buy some food | He saw an open space and pulled right in | When he exited the car he saw that he was in a handicapped space | Russ backed out and looked for another space | He found an open space much further from the entrance,Russ drove to the store to buy some food | He saw an open space and pulled right in | When he exited the car he saw that he was in a handicapped space | Russ backed out and looked for another space | He found an open space much further from the entrance
I filled up the bird feeder in the yard | Many birds flew toward it to get some seeds | I noticed a beautiful blue jay | It quickly flew over to the feeder | Then back to it's nest with it's mouth full of food,I filled up the bird feeder in the yard | Many birds flew toward it to get some seeds | I noticed a beautiful blue jay | It quickly flew over to the feeder | Then back to it's nest with it's mouth full of food
Mindy was at school working on homework | She noticed a sign for some school ballet tryouts | She loved ballet and wanted to give it a shot | Her audition went kind of horribly though and she surely failed | She was shocked when the next week she was picked for the team,Mindy was at school working on homework | She noticed a sign for some school ballet tryouts | She loved ballet and wanted to give it a shot | Her audition went kind of horribly though and she surely failed | She was shocked when the next week she was picked for the team
"The family always went to church together | One week, they sat in the back pew | When the service was almost over, they snuck out | It was easy to get out of the parking lot quickly that way | They decided to sit there every week after that","One week, they sat in the back pew | When the service was almost over, they snuck out | They decided to sit there every week after that | It was easy to get out of the parking lot quickly that way | The family always went to church together"
I had a date to play chess online with my friend Mick | First he was an hour late because his wife was working | Then we started playing | Then he said he had to help his son do a project on Bosnia | We never got to play,I had a date to play chess online with my friend Mick | First he was an hour late because his wife was working | Then we started playing | Then he said he had to help his son do a project on Bosnia | We never got to play
"Laura wanted to be a librarian ever since she was little | Today, she will be taking her certification test to be a librarian | Laura drove to the library, and went to a quiet room | She laid her belongings down on the table, and took her exam | She found out the next day that she had passed!","Laura wanted to be a librarian ever since she was little | Laura drove to the library, and went to a quiet room | Today, she will be taking her certification test to be a librarian | She laid her belongings down on the table, and took her exam | She found out the next day that she had passed!"
I chewed my pen at my desk | I accidentally got ink on my lips | My friend told me my face was dirty | I went to the bathroom to wash the ink off | It was an embarrassing experience,I chewed my pen at my desk | I accidentally got ink on my lips | It was an embarrassing experience | My friend told me my face was dirty | I went to the bathroom to wash the ink off
Andy wants to become a stand up comedian | He spent many weeks perfecting his jokes | He often practiced in front of his friends | An acquaintance arranged for him to perform at a local bar | That weekend Andy performed in front of an audience of thirty,Andy wants to become a stand up comedian | He often practiced in front of his friends | He spent many weeks perfecting his jokes | An acquaintance arranged for him to perform at a local bar | That weekend Andy performed in front of an audience of thirty
"He sat down with the book in hand | He opened it to page one | Looking up, he could see the child watching | She stared in awe at the colorful photos | She listened intently as he read about the great adventure","He sat down with the book in hand | Looking up, he could see the child watching | He opened it to page one | She listened intently as he read about the great adventure | She stared in awe at the colorful photos"
Jim's bank account was low | He did not know why | He got a lot of money from his job | He looked online to see what happened | It turns out someone charged money after stealing his card,He got a lot of money from his job | He looked online to see what happened | He did not know why | It turns out someone charged money after stealing his card | Jim's bank account was low
I had an mTurk task describing birds | The directions had a detailed drawing | I learned a lot of new terms | I did quite a few tasks | I was happy to make some money and learn something new,The directions had a detailed drawing | I had an mTurk task describing birds | I did quite a few tasks | I learned a lot of new terms | I was happy to make some money and learn something new
"I had an math exam coming up | I stayed up all night studying formulas and practice problems | When I got to school, I realized I had studied the wrong chapter | I tried to explain my problem to the teacher | He told me that he would give me a one-week extension","I stayed up all night studying formulas and practice problems | When I got to school, I realized I had studied the wrong chapter | I had an math exam coming up | I tried to explain my problem to the teacher | He told me that he would give me a one-week extension"
Jack's mommy told him they were going to the pool to play | She dressed Jack in swimming trunks and showed him his arm floats | Mommy and Jack arrived at the pool | Mommy helped Jack put on his arm floats and SPF | Jack played in the pool for the rest of the morning,Jack's mommy told him they were going to the pool to play | Mommy and Jack arrived at the pool | She dressed Jack in swimming trunks and showed him his arm floats | Mommy helped Jack put on his arm floats and SPF | Jack played in the pool for the rest of the morning
Mina wanted to buy her mother a gift but she didn't have any money | She decided to sell lemonade to raise the money | She set up a lemonade stand by her school | Mina made a lot of money selling lemonade to her friends | She was able to take her mother to see a movie,Mina wanted to buy her mother a gift but she didn't have any money | She decided to sell lemonade to raise the money | She set up a lemonade stand by her school | Mina made a lot of money selling lemonade to her friends | She was able to take her mother to see a movie
Al sneezed in his office one morning quite loudly | After a brief pause he heard a louder sneeze elsewhere in the office | Al took this as a challenge and force out an even louder sneeze | This went back and forth for quite a while | Al's co-workers yelled at Al and the other man to cut it out,Al sneezed in his office one morning quite loudly | Al's co-workers yelled at Al and the other man to cut it out | This went back and forth for quite a while | Al took this as a challenge and force out an even louder sneeze | After a brief pause he heard a louder sneeze elsewhere in the office
Dan's friend sent him a funny clip of a comedy sketch | The clip featured Tom Hanks as a Trump supporter on Black Jeopardy | Dan though the sketch was hilarious and laughed at it | He sent his friend back a Trump fan espousing how good it was | Dan's friend didn't seem to appreciate that quite as much,Dan's friend sent him a funny clip of a comedy sketch | The clip featured Tom Hanks as a Trump supporter on Black Jeopardy | Dan though the sketch was hilarious and laughed at it | He sent his friend back a Trump fan espousing how good it was | Dan's friend didn't seem to appreciate that quite as much
"Failure was not an option | I studied all night long | I ran into class a few minutes late | I worked hard on the test | An hour later, I suddenly woke up, realizing I dreamed the whole thing","I studied all night long | I worked hard on the test | Failure was not an option | I ran into class a few minutes late | An hour later, I suddenly woke up, realizing I dreamed the whole thing"
Yesterday I went to a Beyonce concert | It was amazing | We had great seats | I was very impressed with everything | I couldn't wait til I could go back,Yesterday I went to a Beyonce concert | We had great seats | It was amazing | I was very impressed with everything | I couldn't wait til I could go back
James received a wedding invitation in the mail | It was the wedding of his longterm girlfriend and her new boyfriend | James sent his RSVP trying to be the bigger man | On the day of the wedding he realized he couldn't go | He put on a fake sick voice and left his ex an apology voicemail,James received a wedding invitation in the mail | It was the wedding of his longterm girlfriend and her new boyfriend | James sent his RSVP trying to be the bigger man | He put on a fake sick voice and left his ex an apology voicemail | On the day of the wedding he realized he couldn't go
Kevin was trying to make pizza | He put it in the oven | After a while a lot of smoke came out | Kevin had forgotten to take the plastic off | He ruined the pizza,Kevin was trying to make pizza | He put it in the oven | Kevin had forgotten to take the plastic off | After a while a lot of smoke came out | He ruined the pizza
Susie was having a costume party | She invited all of her friends | She dressed up as a cat | Her friends loved it | Susie ended up winning the costume contest at the party,She invited all of her friends | Susie was having a costume party | She dressed up as a cat | Her friends loved it | Susie ended up winning the costume contest at the party
Ben was a boy who loved candy | But his mother wouldn't let him have any for a week | Because of his bad behavior | Ben sneaks out to the store and buys candy | Ben got his candy and ate it all without his mother's knowledge,Ben was a boy who loved candy | Because of his bad behavior | But his mother wouldn't let him have any for a week | Ben sneaks out to the store and buys candy | Ben got his candy and ate it all without his mother's knowledge
"Erin and her sister were born several years apart | Mary was just the baby, to grown up Erin | They were always fighting and arguing with one another | As they got older they started to enjoy each other's company | Now they are adults that have become as close as two people can be","Erin and her sister were born several years apart | They were always fighting and arguing with one another | Mary was just the baby, to grown up Erin | As they got older they started to enjoy each other's company | Now they are adults that have become as close as two people can be"
"Jack was a nice friendly little boy | He had a little black puppy names Bunny | Jack and Bunny loved to play outside in the sunshine | One day Bunny ran away and Jack could not find him | Jack searched for Bunny, and when we finally found him he was so happy","He had a little black puppy names Bunny | Jack and Bunny loved to play outside in the sunshine | One day Bunny ran away and Jack could not find him | Jack searched for Bunny, and when we finally found him he was so happy | Jack was a nice friendly little boy"
Jim wanted some bread for a sandwich | He'd frozen a loaf in his freezer | When Jim tried to toast the bread he ended up burning it | Jim threw out the burnt toast and tried again | His toasted bread turned out perfectly the second time,He'd frozen a loaf in his freezer | Jim wanted some bread for a sandwich | When Jim tried to toast the bread he ended up burning it | Jim threw out the burnt toast and tried again | His toasted bread turned out perfectly the second time
Ricky had just gotten a new puppy | He wanted to get a fence installed at his home for the dog | He drove to his hardware store | He bought wooden planks and nails | He built the fence by himself in a week,Ricky had just gotten a new puppy | He wanted to get a fence installed at his home for the dog | He drove to his hardware store | He bought wooden planks and nails | He built the fence by himself in a week
"Last night, I didn't go to sleep until 1 AM | At 4 AM, my cat woke me up by biting my toes | I was very annoyed with him because I had to wake up at 5 | I went to a different room where he couldn't enter | I slept blissfully until my alarm went off an hour later","Last night, I didn't go to sleep until 1 AM | I went to a different room where he couldn't enter | At 4 AM, my cat woke me up by biting my toes | I slept blissfully until my alarm went off an hour later | I was very annoyed with him because I had to wake up at 5"
My best friend for my entire life called | I hadn't talked to her in months | She told me she was sorry for being so distant | She found out her husband was unfaithful and was divorcing him | I offered her condolences and said I would always be there for her,I hadn't talked to her in months | She told me she was sorry for being so distant | I offered her condolences and said I would always be there for her | She found out her husband was unfaithful and was divorcing him | My best friend for my entire life called
Derek was trying heroin for the first time | He did not know what to expect | He fumbled about and tried to google how to do it | He got bored and left it alone | He then threw it away,He fumbled about and tried to google how to do it | He did not know what to expect | He got bored and left it alone | He then threw it away | Derek was trying heroin for the first time
"Fiona wasn't happy with her face and wanted a change | She went to the plastic surgeon and asked him for what she wanted | The surgeon frowned and said it was a lot | But Fiona was firm and hold her ground | After the surgery, she looked different, but she liked it","Fiona wasn't happy with her face and wanted a change | But Fiona was firm and hold her ground | She went to the plastic surgeon and asked him for what she wanted | The surgeon frowned and said it was a lot | After the surgery, she looked different, but she liked it"
Brian wanted to make new friends | He knew he would need to start conversations with new people | He asked a new girl about her favorite food | She talked about her numerous allergies | They then became quick friends,Brian wanted to make new friends | He knew he would need to start conversations with new people | He asked a new girl about her favorite food | She talked about her numerous allergies | They then became quick friends
John found there was an earthquake forecast | John realized he needed to get out of the city | John realized it was too late | The earthquake had occurred and a tsunami was on its way | John was stranded on top of a building waiting for the rescue,John found there was an earthquake forecast | The earthquake had occurred and a tsunami was on its way | John realized it was too late | John was stranded on top of a building waiting for the rescue | John realized he needed to get out of the city
Bob loved making his house smell good | One day he decided to make a candle | After experimenting with wax he made a candle | Bob now had the best smelling house around | He now sells candles for a living!,One day he decided to make a candle | After experimenting with wax he made a candle | Bob loved making his house smell good | Bob now had the best smelling house around | He now sells candles for a living!
Gina and her friends weren't able to go to the library at school | Since the door was locked they needed to go back to their class | They wouldn't be able to do research for speeches | They weren't happy about this | But they had no other choice,Gina and her friends weren't able to go to the library at school | But they had no other choice | Since the door was locked they needed to go back to their class | They wouldn't be able to do research for speeches | They weren't happy about this
"Sue was dismayed when she saw the price of tomatoes at the store | Tasting the bland tomatoes made her angry | Sue decided to plant a garden of tomatoes | She eagerly awaited the ripening of the tomatoes | When the harvest came in, Sue wished she'd never see another","Sue decided to plant a garden of tomatoes | She eagerly awaited the ripening of the tomatoes | When the harvest came in, Sue wished she'd never see another | Tasting the bland tomatoes made her angry | Sue was dismayed when she saw the price of tomatoes at the store"
"I remember hanging out with old friends at a mall | There were some attractive girls that I would try to talk to | One by one, they all ignored me as my friends laughed | I had fun doing it, and still had a good time nonetheless | To this day, I have never gotten a number from anyone at a mall","I remember hanging out with old friends at a mall | There were some attractive girls that I would try to talk to | One by one, they all ignored me as my friends laughed | I had fun doing it, and still had a good time nonetheless | To this day, I have never gotten a number from anyone at a mall"
Lavender and Ron were dating | Ron dated her because he thought it would make another girl jealous | Ron really liked a different girl | Ron eventually broke up with Lavender | Ron and the other girl dated,Lavender and Ron were dating | Ron really liked a different girl | Ron and the other girl dated | Ron dated her because he thought it would make another girl jealous | Ron eventually broke up with Lavender
"Fred passed by his favorite restaurant while driving home from work | He frequently ate there with his wife | So he decided to order something to go | Fred was annoyed how long the wait was | So when he finally ate his burger at home, he was disappointed","He frequently ate there with his wife | Fred passed by his favorite restaurant while driving home from work | Fred was annoyed how long the wait was | So he decided to order something to go | So when he finally ate his burger at home, he was disappointed"
"Eli was a rambunctious child | He was always climbing all over things and getting in trouble | Eli's mother constantly tried to get him to behave but he refused | One day, he fell off a tree he was climbing | Eli broke his leg and had to get a cast put on","Eli was a rambunctious child | He was always climbing all over things and getting in trouble | Eli's mother constantly tried to get him to behave but he refused | One day, he fell off a tree he was climbing | Eli broke his leg and had to get a cast put on"
Billy was a star basketball player | It was the last quarter of the game | Billy was open and his teammate passed the ball to him | Billy ran up to the hoop | He scored and helped the team win,It was the last quarter of the game | Billy was a star basketball player | Billy ran up to the hoop | Billy was open and his teammate passed the ball to him | He scored and helped the team win
It was time for the airplane to land at the airport | The pilot radioed the control tower | The air traffic controller granted the plane permission to land | The pilot guided the plane towards the runway | The airplane safely landed on the runway,The pilot radioed the control tower | The air traffic controller granted the plane permission to land | It was time for the airplane to land at the airport | The pilot guided the plane towards the runway | The airplane safely landed on the runway
Ray went to a restaurant | And he noticed that there was a wallet left on the chair | Ray picked it up and kept it | He immediately left the restaurant | And kept all of the money inside the wallet,And he noticed that there was a wallet left on the chair | Ray picked it up and kept it | And kept all of the money inside the wallet | Ray went to a restaurant | He immediately left the restaurant
"Rick wanted to learn how to draw | So he took a beginning drawing class at his local college | The first day, the class spent hours drawing primitive shapes | Rick became quickly bored | And he decided he didn't want to learn how to draw anymore","Rick wanted to learn how to draw | So he took a beginning drawing class at his local college | The first day, the class spent hours drawing primitive shapes | Rick became quickly bored | And he decided he didn't want to learn how to draw anymore"
My daughter gave me a copy of The Seven Samurai | It is a classic Japanese movie | My wife does not like foreign films | One weekend she was away and I watched the movie | It was three hours long and I enjoyed it very much,My daughter gave me a copy of The Seven Samurai | My wife does not like foreign films | One weekend she was away and I watched the movie | It was three hours long and I enjoyed it very much | It is a classic Japanese movie
"Linda usually tried to eat healthy | When we was in the bakery, she just couldn't resist the cookie dough | She bought a couple containers of it | She meant to share it with her roommate | But Linda ate it all!","Linda usually tried to eat healthy | When we was in the bakery, she just couldn't resist the cookie dough | She bought a couple containers of it | She meant to share it with her roommate | But Linda ate it all!"
Dusty and Cody were in the mood for doing something ornery | They got their brother Zach and took him outside | There was an electric fence in their backyard | Dusty and Cody tricked Zach into touching the fence with scissors | They got in more trouble than they ever thought possible!,There was an electric fence in their backyard | Dusty and Cody were in the mood for doing something ornery | Dusty and Cody tricked Zach into touching the fence with scissors | They got their brother Zach and took him outside | They got in more trouble than they ever thought possible!
Roger's work was putting together a time capsule | They decided they would leave it for the future employees | Roger couldn't decide what to leave inside the capsule | He spent all day trying to decide | He missed the deadline and they buried the capsule without him,Roger's work was putting together a time capsule | Roger couldn't decide what to leave inside the capsule | He spent all day trying to decide | He missed the deadline and they buried the capsule without him | They decided they would leave it for the future employees
Dolly read the prayer of Jabez | It inspired her to move | She left her teaching job | She took a better job offer | She was happy for a change,Dolly read the prayer of Jabez | It inspired her to move | She left her teaching job | She took a better job offer | She was happy for a change
"Jenna was going to get a massage | She knew it it would be a relaxing day so she arrived early | She got lost and her trip took an extra 20 minutes | Then, she couldn't find a parking spot | She went to her appointment late and was stressed","Jenna was going to get a massage | She knew it it would be a relaxing day so she arrived early | Then, she couldn't find a parking spot | She got lost and her trip took an extra 20 minutes | She went to her appointment late and was stressed"
Leroy heard the ice cream truck coming blocks away | He got all his change ready and ran out the door | He got out just in time to catch it | He picked his favorite treats | It was the perfect end to a warm summer afternoon,Leroy heard the ice cream truck coming blocks away | He got all his change ready and ran out the door | He got out just in time to catch it | He picked his favorite treats | It was the perfect end to a warm summer afternoon
"Sally made the best apple pies | Her friend, Julia, suggested that the enter a pie contest | The state fair had a pie contest, and coming up the next week | Sally entered her famous apple pie | Sally won the contest","The state fair had a pie contest, and coming up the next week | Her friend, Julia, suggested that the enter a pie contest | Sally made the best apple pies | Sally entered her famous apple pie | Sally won the contest"
Carole called her daughter | Her daughter sounded troubled | Carole drove to her daughters house | Her daughter was crying | Carole comforted her daughter,Her daughter was crying | Her daughter sounded troubled | Carole called her daughter | Carole drove to her daughters house | Carole comforted her daughter
"Jonah wanted to go to Australia | He was fond of kangaroos and wanted one as a pet | When his family took him for a vacation, he jumped up and down | The first thing he did in Australia was to look for a kangaroo | But he didn't find a pet","Jonah wanted to go to Australia | When his family took him for a vacation, he jumped up and down | He was fond of kangaroos and wanted one as a pet | The first thing he did in Australia was to look for a kangaroo | But he didn't find a pet"
Carl wanted to buy a new car | He did a lot of research online | Eventually he decided on one | When he went to the dealership they didn't have it | Carl decided to wait until they got one in,Carl wanted to buy a new car | He did a lot of research online | When he went to the dealership they didn't have it | Carl decided to wait until they got one in | Eventually he decided on one
"I came to school mad since I barely got sleep last night | My friend greeted me and I gave her a mean look | The next day, she began to ignore me | However, I told her what happened during the day I was mad | She understood because she thought that I was mad at her","I came to school mad since I barely got sleep last night | My friend greeted me and I gave her a mean look | The next day, she began to ignore me | However, I told her what happened during the day I was mad | She understood because she thought that I was mad at her"
"We saw Star Trek today | We got the 11 AM movie | There was nobody in the theater | After that, we decided on a whim to watch Jason Bourne | This was rare, as we hardly ever watch movies","We saw Star Trek today | We got the 11 AM movie | There was nobody in the theater | This was rare, as we hardly ever watch movies | After that, we decided on a whim to watch Jason Bourne"
"Morgan usually followed the rules | She didn't like to lie to her parents or upset them | One night, she snuck out to see her boyfriend | Her parents caught her and were so mad | Morgan felt terrible about the stress she'd caused them","Morgan usually followed the rules | One night, she snuck out to see her boyfriend | Her parents caught her and were so mad | Morgan felt terrible about the stress she'd caused them | She didn't like to lie to her parents or upset them"
"Jeff was cleaning out the garage | He saw a box that he didn't recognize | He opened it up and dug inside | There, he found an old toy he hadn't seen in years | The toy brought back a lot of memories and emotion","Jeff was cleaning out the garage | He saw a box that he didn't recognize | He opened it up and dug inside | There, he found an old toy he hadn't seen in years | The toy brought back a lot of memories and emotion"
One day while driving my car I noticed a strong vibration | I got worried because I thought there was something really wrong | I drove a further to see if the vibration would work itself out | After it didn't stop I turned into a auto shop parking lot | When I got out I realized it was just a low tire and nothing serious,One day while driving my car I noticed a strong vibration | I got worried because I thought there was something really wrong | I drove a further to see if the vibration would work itself out | After it didn't stop I turned into a auto shop parking lot | When I got out I realized it was just a low tire and nothing serious
Ed and his buddies went to the middle school dance together | The music had a great beat so they went out on the floor to dance | Ed was really getting into it | All of a sudden he realized the music had stopped but he hadn't | He was still dancing while everyone watched,Ed and his buddies went to the middle school dance together | The music had a great beat so they went out on the floor to dance | Ed was really getting into it | He was still dancing while everyone watched | All of a sudden he realized the music had stopped but he hadn't
